date,neighborhood,occupancy,booking_count
2015-08-23,kilimani,0.53,58
2015-08-23,karen,0.539,62
2015-08-23,lavington,0.925,58
2015-08-23,langata,0.703,51
2015-08-23,gigiri,0.447,62
2015-08-23,parklands,0.467,55
2015-08-23,upperhill,0.419,55
2015-08-23,kileleshwa,0.52,58
2015-08-23,runda,0.485,62
2015-08-23,muthaiga,0.632,62
2015-08-23,south-b,0.446,51
2015-08-23,south-c,0.537,47
2015-08-23,ngong-road,0.437,55
2015-08-23,thika-road,0.472,47
2015-08-24,westlands,0.67,84
2015-08-24,kilimani,0.516,79
2015-08-24,karen,0.509,84
2015-08-24,lavington,0.98,79
2015-08-24,langata,0.742,69
2015-08-24,gigiri,0.395,84
2015-08-24,parklands,0.417,74
2015-08-24,upperhill,0.357,74
2015-08-24,kileleshwa,0.48,79
2015-08-24,runda,0.452,84
2015-08-24,muthaiga,0.641,84
2015-08-24,south-b,0.387,69
2015-08-24,south-c,0.518,64
2015-08-24,ngong-road,0.384,74
2015-08-24,thika-road,0.414,64
2015-08-25,westlands,0.584,67
2015-08-25,kilimani,0.457,63
2015-08-25,karen,0.463,67
2015-08-25,lavington,0.882,63
2015-08-25,langata,0.643,55
2015-08-25,gigiri,0.366,67
2015-08-25,parklands,0.386,59
2015-08-25,upperhill,0.335,59
2015-08-25,kileleshwa,0.442,63
2015-08-25,runda,0.408,67
2015-08-25,muthaiga,0.565,67
2015-08-25,south-b,0.363,55
2015-08-25,south-c,0.464,51
2015-08-25,ngong-road,0.355,59
2015-08-25,thika-road,0.39,51
2015-08-26,westlands,0.614,73
2015-08-26,kilimani,0.478,69
2015-08-26,karen,0.479,73
2015-08-26,lavington,0.938,69
2015-08-26,langata,0.678,60
2015-08-26,gigiri,0.376,73
2015-08-26,parklands,0.397,64
2015-08-26,upperhill,0.343,64
2015-08-26,kileleshwa,0.455,69
2015-08-26,runda,0.424,73
2015-08-26,muthaiga,0.592,73
2015-08-26,south-b,0.372,60
2015-08-26,south-c,0.483,55
2015-08-26,ngong-road,0.365,64
2015-08-26,thika-road,0.398,55
2015-08-27,westlands,0.442,39
2015-08-27,kilimani,0.36,37
2015-08-27,karen,0.386,39
2015-08-27,lavington,0.619,37
2015-08-27,langata,0.479,32
2015-08-27,gigiri,0.318,39
2015-08-27,parklands,0.335,34
2015-08-27,upperhill,0.299,34
2015-08-27,kileleshwa,0.378,37
2015-08-27,runda,0.335,39
2015-08-27,muthaiga,0.44,39
2015-08-27,south-b,0.324,32
2015-08-27,south-c,0.373,30
2015-08-27,ngong-road,0.307,34
2015-08-27,thika-road,0.349,30
2015-08-28,westlands,0.633,59
2015-08-28,kilimani,0.52,55
2015-08-28,karen,0.531,59
2015-08-28,lavington,0.897,55
2015-08-28,langata,0.686,48
2015-08-28,gigiri,0.442,59
2015-08-28,parklands,0.462,52
2015-08-28,upperhill,0.415,52
2015-08-28,kileleshwa,0.514,55
2015-08-28,runda,0.477,59
2015-08-28,muthaiga,0.619,59
2015-08-28,south-b,0.442,48
2015-08-28,south-c,0.528,45
2015-08-28,ngong-road,0.431,52
2015-08-28,thika-road,0.468,45
2015-08-29,westlands,0.785,89
2015-08-29,kilimani,0.623,84
2015-08-29,karen,0.613,89
2015-08-29,lavington,0.98,84
2015-08-29,langata,0.861,73
2015-08-29,gigiri,0.493,89
2015-08-29,parklands,0.517,78
2015-08-29,upperhill,0.453,78
2015-08-29,kileleshwa,0.582,84
2015-08-29,runda,0.555,89
2015-08-29,muthaiga,0.753,89
2015-08-29,south-b,0.484,73
2015-08-29,south-c,0.624,68
2015-08-29,ngong-road,0.482,78
2015-08-29,thika-road,0.512,68
2015-08-30,westlands,0.582,49
2015-08-30,kilimani,0.485,46
2015-08-30,karen,0.504,49
2015-08-30,lavington,0.803,46
2015-08-30,langata,0.627,40
2015-08-30,gigiri,0.425,49
2015-08-30,parklands,0.444,43
2015-08-30,upperhill,0.402,43
2015-08-30,kileleshwa,0.491,46
2015-08-30,runda,0.451,49
2015-08-30,muthaiga,0.574,49
2015-08-30,south-b,0.428,40
2015-08-30,south-c,0.496,37
2015-08-30,ngong-road,0.414,43
2015-08-30,thika-road,0.453,37
2015-08-31,westlands,0.645,79
2015-08-31,kilimani,0.499,74
2015-08-31,karen,0.496,79
2015-08-31,lavington,0.98,74
2015-08-31,langata,0.713,65
2015-08-31,gigiri,0.386,79
2015-08-31,parklands,0.408,70
2015-08-31,upperhill,0.35,70
2015-08-31,kileleshwa,0.469,74
2015-08-31,runda,0.439,79
2015-08-31,muthaiga,0.618,79
2015-08-31,south-b,0.38,65
2015-08-31,south-c,0.502,60
2015-08-31,ngong-road,0.375,70
2015-08-31,thika-road,0.407,60
2015-09-01,westlands,0.66,82
2015-09-01,kilimani,0.509,77
2015-09-01,karen,0.504,82
2015-09-01,lavington,0.98,77
2015-09-01,langata,0.73,67
2015-09-01,gigiri,0.391,82
2015-09-01,parklands,0.414,72
2015-09-01,upperhill,0.354,72
2015-09-01,kileleshwa,0.476,77
2015-09-01,runda,0.447,82
2015-09-01,muthaiga,0.632,82
2015-09-01,south-b,0.384,67
2015-09-01,south-c,0.512,62
2015-09-01,ngong-road,0.381,72
2015-09-01,thika-road,0.411,62
2015-09-02,westlands,0.614,73
2015-09-02,kilimani,0.478,69
2015-09-02,karen,0.479,73
2015-09-02,lavington,0.938,69
2015-09-02,langata,0.678,60
2015-09-02,gigiri,0.376,73
2015-09-02,parklands,0.397,64
2015-09-02,upperhill,0.343,64
2015-09-02,kileleshwa,0.455,69
2015-09-02,runda,0.424,73
2015-09-02,muthaiga,0.592,73
2015-09-02,south-b,0.372,60
2015-09-02,south-c,0.483,55
2015-09-02,ngong-road,0.365,64
2015-09-02,thika-road,0.398,55
2015-09-03,westlands,0.695,89
2015-09-03,kilimani,0.533,84
2015-09-03,karen,0.523,89
2015-09-03,lavington,0.98,84
2015-09-03,langata,0.771,73
2015-09-03,gigiri,0.403,89
2015-09-03,parklands,0.427,78
2015-09-03,upperhill,0.363,78
2015-09-03,kileleshwa,0.492,84
2015-09-03,runda,0.465,89
2015-09-03,muthaiga,0.663,89
2015-09-03,south-b,0.394,73
2015-09-03,south-c,0.534,68
2015-09-03,ngong-road,0.392,78
2015-09-03,thika-road,0.422,68
2015-09-04,westlands,0.98,150
2015-09-04,kilimani,0.835,141
2015-09-04,karen,0.779,150
2015-09-04,lavington,0.98,141
2015-09-04,langata,0.98,123
2015-09-04,gigiri,0.597,150
2015-09-04,parklands,0.628,132
2015-09-04,upperhill,0.531,132
2015-09-04,kileleshwa,0.72,141
2015-09-04,runda,0.713,150
2015-09-04,muthaiga,0.98,150
2015-09-04,south-b,0.569,123
2015-09-04,south-c,0.821,114
2015-09-04,ngong-road,0.586,132
2015-09-04,thika-road,0.601,114
2015-09-05,westlands,0.816,95
2015-09-05,kilimani,0.644,89
2015-09-05,karen,0.629,95
2015-09-05,lavington,0.98,89
2015-09-05,langata,0.897,78
2015-09-05,gigiri,0.503,95
2015-09-05,parklands,0.528,84
2015-09-05,upperhill,0.461,84
2015-09-05,kileleshwa,0.595,89
2015-09-05,runda,0.571,95
2015-09-05,muthaiga,0.78,95
2015-09-05,south-b,0.492,78
2015-09-05,south-c,0.644,72
2015-09-05,ngong-road,0.493,84
2015-09-05,thika-road,0.52,72
2015-09-06,westlands,0.978,127
2015-09-06,kilimani,0.755,119
2015-09-06,karen,0.716,127
2015-09-06,lavington,0.98,119
2015-09-06,langata,0.98,104
2015-09-06,gigiri,0.558,127
2015-09-06,parklands,0.586,112
2015-09-06,upperhill,0.502,112
2015-09-06,kileleshwa,0.668,119
2015-09-06,runda,0.654,127
2015-09-06,muthaiga,0.923,127
2015-09-06,south-b,0.537,104
2015-09-06,south-c,0.747,97
2015-09-06,ngong-road,0.547,112
2015-09-06,thika-road,0.567,97
2015-09-07,westlands,0.71,92
2015-09-07,kilimani,0.544,86
2015-09-07,karen,0.531,92
2015-09-07,lavington,0.98,86
2015-09-07,langata,0.789,75
2015-09-07,gigiri,0.408,92
2015-09-07,parklands,0.432,81
2015-09-07,upperhill,0.367,81
2015-09-07,kileleshwa,0.499,86
2015-09-07,runda,0.473,92
2015-09-07,muthaiga,0.677,92
2015-09-07,south-b,0.398,75
2015-09-07,south-c,0.544,70
2015-09-07,ngong-road,0.398,81
2015-09-07,thika-road,0.426,70
2015-09-08,westlands,0.599,70
2015-09-08,kilimani,0.468,66
2015-09-08,karen,0.471,70
2015-09-08,lavington,0.91,66
2015-09-08,langata,0.66,57
2015-09-08,gigiri,0.371,70
2015-09-08,parklands,0.392,62
2015-09-08,upperhill,0.339,62
2015-09-08,kileleshwa,0.449,66
2015-09-08,runda,0.416,70
2015-09-08,muthaiga,0.578,70
2015-09-08,south-b,0.368,57
2015-09-08,south-c,0.473,53
2015-09-08,ngong-road,0.36,62
2015-09-08,thika-road,0.394,53
2015-09-09,westlands,0.939,137
2015-09-09,kilimani,0.7,129
2015-09-09,karen,0.654,137
2015-09-09,lavington,0.98,129
2015-09-09,langata,0.98,112
2015-09-09,gigiri,0.485,137
2015-09-09,parklands,0.514,121
2015-09-09,upperhill,0.424,121
2015-09-09,kileleshwa,0.601,129
2015-09-09,runda,0.59,137
2015-09-09,muthaiga,0.878,137
2015-09-09,south-b,0.461,112
2015-09-09,south-c,0.689,104
2015-09-09,ngong-road,0.474,121
2015-09-09,thika-road,0.492,104
2015-09-10,westlands,0.568,64
2015-09-10,kilimani,0.447,60
2015-09-10,karen,0.455,64
2015-09-10,lavington,0.854,60
2015-09-10,langata,0.625,52
2015-09-10,gigiri,0.361,64
2015-09-10,parklands,0.381,56
2015-09-10,upperhill,0.331,56
2015-09-10,kileleshwa,0.435,60
2015-09-10,runda,0.4,64
2015-09-10,muthaiga,0.551,64
2015-09-10,south-b,0.359,52
2015-09-10,south-c,0.454,49
2015-09-10,ngong-road,0.35,56
2015-09-10,thika-road,0.385,49
2015-09-11,westlands,0.98,133
2015-09-11,kilimani,0.776,125
2015-09-11,karen,0.733,133
2015-09-11,lavington,0.98,125
2015-09-11,langata,0.98,109
2015-09-11,gigiri,0.568,133
2015-09-11,parklands,0.597,117
2015-09-11,upperhill,0.509,117
2015-09-11,kileleshwa,0.681,125
2015-09-11,runda,0.669,133
2015-09-11,muthaiga,0.95,133
2015-09-11,south-b,0.545,109
2015-09-11,south-c,0.766,101
2015-09-11,ngong-road,0.557,117
2015-09-11,thika-road,0.576,101
2015-09-12,westlands,0.851,102
2015-09-12,kilimani,0.668,96
2015-09-12,karen,0.648,102
2015-09-12,lavington,0.98,96
2015-09-12,langata,0.938,84
2015-09-12,gigiri,0.515,102
2015-09-12,parklands,0.54,90
2015-09-12,upperhill,0.47,90
2015-09-12,kileleshwa,0.611,96
2015-09-12,runda,0.589,102
2015-09-12,muthaiga,0.811,102
2015-09-12,south-b,0.502,84
2015-09-12,south-c,0.666,78
2015-09-12,ngong-road,0.505,90
2015-09-12,thika-road,0.531,78
2015-09-13,westlands,0.592,51
2015-09-13,kilimani,0.492,48
2015-09-13,karen,0.509,51
2015-09-13,lavington,0.822,48
2015-09-13,langata,0.639,42
2015-09-13,gigiri,0.429,51
2015-09-13,parklands,0.447,45
2015-09-13,upperhill,0.405,45
2015-09-13,kileleshwa,0.496,48
2015-09-13,runda,0.457,51
2015-09-13,muthaiga,0.583,51
2015-09-13,south-b,0.431,42
2015-09-13,south-c,0.502,39
2015-09-13,ngong-road,0.418,45
2015-09-13,thika-road,0.456,39
2015-09-14,westlands,0.817,113
2015-09-14,kilimani,0.616,106
2015-09-14,karen,0.588,113
2015-09-14,lavington,0.98,106
2015-09-14,langata,0.912,93
2015-09-14,gigiri,0.444,113
2015-09-14,parklands,0.47,99
2015-09-14,upperhill,0.394,99
2015-09-14,kileleshwa,0.546,106
2015-09-14,runda,0.527,113
2015-09-14,muthaiga,0.77,113
2015-09-14,south-b,0.427,93
2015-09-14,south-c,0.612,86
2015-09-14,ngong-road,0.433,99
2015-09-14,thika-road,0.457,86
2015-09-15,westlands,0.65,80
2015-09-15,kilimani,0.502,75
2015-09-15,karen,0.498,80
2015-09-15,lavington,0.98,75
2015-09-15,langata,0.719,66
2015-09-15,gigiri,0.388,80
2015-09-15,parklands,0.41,70
2015-09-15,upperhill,0.352,70
2015-09-15,kileleshwa,0.471,75
2015-09-15,runda,0.442,80
2015-09-15,muthaiga,0.623,80
2015-09-15,south-b,0.382,66
2015-09-15,south-c,0.505,61
2015-09-15,ngong-road,0.377,70
2015-09-15,thika-road,0.409,61
2015-09-16,westlands,0.847,119
2015-09-16,kilimani,0.637,112
2015-09-16,karen,0.605,119
2015-09-16,lavington,0.98,112
2015-09-16,langata,0.947,98
2015-09-16,gigiri,0.454,119
2015-09-16,parklands,0.481,105
2015-09-16,upperhill,0.401,105
2015-09-16,kileleshwa,0.56,112
2015-09-16,runda,0.543,119
2015-09-16,muthaiga,0.797,119
2015-09-16,south-b,0.436,98
2015-09-16,south-c,0.631,90
2015-09-16,ngong-road,0.443,105
2015-09-16,thika-road,0.466,90
2015-09-17,westlands,0.939,137
2015-09-17,kilimani,0.7,129
2015-09-17,karen,0.654,137
2015-09-17,lavington,0.98,129
2015-09-17,langata,0.98,112
2015-09-17,gigiri,0.485,137
2015-09-17,parklands,0.514,121
2015-09-17,upperhill,0.424,121
2015-09-17,kileleshwa,0.601,129
2015-09-17,runda,0.59,137
2015-09-17,muthaiga,0.878,137
2015-09-17,south-b,0.461,112
2015-09-17,south-c,0.689,104
2015-09-17,ngong-road,0.474,121
2015-09-17,thika-road,0.492,104
2015-09-18,westlands,0.98,137
2015-09-18,kilimani,0.79,129
2015-09-18,karen,0.744,137
2015-09-18,lavington,0.98,129
2015-09-18,langata,0.98,112
2015-09-18,gigiri,0.575,137
2015-09-18,parklands,0.604,121
2015-09-18,upperhill,0.514,121
2015-09-18,kileleshwa,0.691,129
2015-09-18,runda,0.68,137
2015-09-18,muthaiga,0.968,137
2015-09-18,south-b,0.551,112
2015-09-18,south-c,0.779,104
2015-09-18,ngong-road,0.564,121
2015-09-18,thika-road,0.582,104
2015-09-19,westlands,0.937,119
2015-09-19,kilimani,0.727,112
2015-09-19,karen,0.695,119
2015-09-19,lavington,0.98,112
2015-09-19,langata,0.98,98
2015-09-19,gigiri,0.544,119
2015-09-19,parklands,0.571,105
2015-09-19,upperhill,0.491,105
2015-09-19,kileleshwa,0.65,112
2015-09-19,runda,0.633,119
2015-09-19,muthaiga,0.887,119
2015-09-19,south-b,0.526,98
2015-09-19,south-c,0.721,90
2015-09-19,ngong-road,0.533,105
2015-09-19,thika-road,0.556,90
2015-09-20,westlands,0.775,87
2015-09-20,kilimani,0.616,82
2015-09-20,karen,0.607,87
2015-09-20,lavington,0.98,82
2015-09-20,langata,0.85,71
2015-09-20,gigiri,0.49,87
2015-09-20,parklands,0.513,77
2015-09-20,upperhill,0.451,77
2015-09-20,kileleshwa,0.577,82
2015-09-20,runda,0.55,87
2015-09-20,muthaiga,0.744,87
2015-09-20,south-b,0.481,71
2015-09-20,south-c,0.618,66
2015-09-20,ngong-road,0.479,77
2015-09-20,thika-road,0.509,66
2015-09-21,westlands,0.98,147
2015-09-21,kilimani,0.734,138
2015-09-21,karen,0.681,147
2015-09-21,lavington,0.98,138
2015-09-21,langata,0.98,121
2015-09-21,gigiri,0.502,147
2015-09-21,parklands,0.532,129
2015-09-21,upperhill,0.437,129
2015-09-21,kileleshwa,0.623,138
2015-09-21,runda,0.616,147
2015-09-21,muthaiga,0.922,147
2015-09-21,south-b,0.475,121
2015-09-21,south-c,0.721,112
2015-09-21,ngong-road,0.491,129
2015-09-21,thika-road,0.507,112
2015-09-22,westlands,0.685,87
2015-09-22,kilimani,0.526,82
2015-09-22,karen,0.517,87
2015-09-22,lavington,0.98,82
2015-09-22,langata,0.76,71
2015-09-22,gigiri,0.4,87
2015-09-22,parklands,0.423,77
2015-09-22,upperhill,0.361,77
2015-09-22,kileleshwa,0.487,82
2015-09-22,runda,0.46,87
2015-09-22,muthaiga,0.654,87
2015-09-22,south-b,0.391,71
2015-09-22,south-c,0.528,66
2015-09-22,ngong-road,0.389,77
2015-09-22,thika-road,0.419,66
2015-09-23,westlands,0.822,114
2015-09-23,kilimani,0.62,107
2015-09-23,karen,0.591,114
2015-09-23,lavington,0.98,107
2015-09-23,langata,0.918,93
2015-09-23,gigiri,0.446,114
2015-09-23,parklands,0.472,100
2015-09-23,upperhill,0.395,100
2015-09-23,kileleshwa,0.548,107
2015-09-23,runda,0.53,114
2015-09-23,muthaiga,0.775,114
2015-09-23,south-b,0.429,93
2015-09-23,south-c,0.615,87
2015-09-23,ngong-road,0.435,100
2015-09-23,thika-road,0.458,87
2015-09-24,westlands,0.731,96
2015-09-24,kilimani,0.558,90
2015-09-24,karen,0.542,96
2015-09-24,lavington,0.98,90
2015-09-24,langata,0.812,79
2015-09-24,gigiri,0.415,96
2015-09-24,parklands,0.439,84
2015-09-24,upperhill,0.372,84
2015-09-24,kileleshwa,0.508,90
2015-09-24,runda,0.483,96
2015-09-24,muthaiga,0.694,96
2015-09-24,south-b,0.404,79
2015-09-24,south-c,0.557,73
2015-09-24,ngong-road,0.404,84
2015-09-24,thika-road,0.432,73
2015-09-25,westlands,0.98,152
2015-09-25,kilimani,0.841,143
2015-09-25,karen,0.784,152
2015-09-25,lavington,0.98,143
2015-09-25,langata,0.98,125
2015-09-25,gigiri,0.6,152
2015-09-25,parklands,0.632,134
2015-09-25,upperhill,0.534,134
2015-09-25,kileleshwa,0.725,143
2015-09-25,runda,0.719,152
2015-09-25,muthaiga,0.98,152
2015-09-25,south-b,0.572,125
2015-09-25,south-c,0.827,116
2015-09-25,ngong-road,0.59,134
2015-09-25,thika-road,0.604,116
2015-09-26,westlands,0.76,84
2015-09-26,kilimani,0.606,79
2015-09-26,karen,0.599,84
2015-09-26,lavington,0.98,79
2015-09-26,langata,0.832,69
2015-09-26,gigiri,0.485,84
2015-09-26,parklands,0.507,74
2015-09-26,upperhill,0.447,74
2015-09-26,kileleshwa,0.57,79
2015-09-26,runda,0.542,84
2015-09-26,muthaiga,0.731,84
2015-09-26,south-b,0.477,69
2015-09-26,south-c,0.608,64
2015-09-26,ngong-road,0.474,74
2015-09-26,thika-road,0.504,64
2015-09-27,westlands,0.592,51
2015-09-27,kilimani,0.492,48
2015-09-27,karen,0.509,51
2015-09-27,lavington,0.822,48
2015-09-27,langata,0.639,42
2015-09-27,gigiri,0.429,51
2015-09-27,parklands,0.447,45
2015-09-27,upperhill,0.405,45
2015-09-27,kileleshwa,0.496,48
2015-09-27,runda,0.457,51
2015-09-27,muthaiga,0.583,51
2015-09-27,south-b,0.431,42
2015-09-27,south-c,0.502,39
2015-09-27,ngong-road,0.418,45
2015-09-27,thika-road,0.456,39
2015-09-28,westlands,0.568,64
2015-09-28,kilimani,0.447,60
2015-09-28,karen,0.455,64
2015-09-28,lavington,0.854,60
2015-09-28,langata,0.625,52
2015-09-28,gigiri,0.361,64
2015-09-28,parklands,0.381,56
2015-09-28,upperhill,0.331,56
2015-09-28,kileleshwa,0.435,60
2015-09-28,runda,0.4,64
2015-09-28,muthaiga,0.551,64
2015-09-28,south-b,0.359,52
2015-09-28,south-c,0.454,49
2015-09-28,ngong-road,0.35,56
2015-09-28,thika-road,0.385,49
2015-09-29,westlands,0.568,64
2015-09-29,kilimani,0.447,60
2015-09-29,karen,0.455,64
2015-09-29,lavington,0.854,60
2015-09-29,langata,0.625,52
2015-09-29,gigiri,0.361,64
2015-09-29,parklands,0.381,56
2015-09-29,upperhill,0.331,56
2015-09-29,kileleshwa,0.435,60
2015-09-29,runda,0.4,64
2015-09-29,muthaiga,0.551,64
2015-09-29,south-b,0.359,52
2015-09-29,south-c,0.454,49
2015-09-29,ngong-road,0.35,56
2015-09-29,thika-road,0.385,49
2015-09-30,westlands,0.771,104
2015-09-30,kilimani,0.585,98
2015-09-30,karen,0.564,104
2015-09-30,lavington,0.98,98
2015-09-30,langata,0.859,85
2015-09-30,gigiri,0.429,104
2015-09-30,parklands,0.454,92
2015-09-30,upperhill,0.382,92
2015-09-30,kileleshwa,0.526,98
2015-09-30,runda,0.504,104
2015-09-30,muthaiga,0.73,104
2015-09-30,south-b,0.415,85
2015-09-30,south-c,0.583,79
2015-09-30,ngong-road,0.418,92
2015-09-30,thika-road,0.444,79
2015-10-01,westlands,0.685,87
2015-10-01,kilimani,0.526,82
2015-10-01,karen,0.517,87
2015-10-01,lavington,0.98,82
2015-10-01,langata,0.76,71
2015-10-01,gigiri,0.4,87
2015-10-01,parklands,0.423,77
2015-10-01,upperhill,0.361,77
2015-10-01,kileleshwa,0.487,82
2015-10-01,runda,0.46,87
2015-10-01,muthaiga,0.654,87
2015-10-01,south-b,0.391,71
2015-10-01,south-c,0.528,66
2015-10-01,ngong-road,0.389,77
2015-10-01,thika-road,0.419,66
2015-10-02,westlands,0.98,183
2015-10-02,kilimani,0.949,172
2015-10-02,karen,0.869,183
2015-10-02,lavington,0.98,172
2015-10-02,langata,0.98,150
2015-10-02,gigiri,0.653,183
2015-10-02,parklands,0.688,161
2015-10-02,upperhill,0.573,161
2015-10-02,kileleshwa,0.795,172
2015-10-02,runda,0.799,183
2015-10-02,muthaiga,0.98,183
2015-10-02,south-b,0.615,150
2015-10-02,south-c,0.927,139
2015-10-02,ngong-road,0.642,161
2015-10-02,thika-road,0.649,139
2015-10-03,westlands,0.638,60
2015-10-03,kilimani,0.523,56
2015-10-03,karen,0.534,60
2015-10-03,lavington,0.906,56
2015-10-03,langata,0.692,49
2015-10-03,gigiri,0.444,60
2015-10-03,parklands,0.464,53
2015-10-03,upperhill,0.416,53
2015-10-03,kileleshwa,0.516,56
2015-10-03,runda,0.48,60
2015-10-03,muthaiga,0.623,60
2015-10-03,south-b,0.444,49
2015-10-03,south-c,0.531,46
2015-10-03,ngong-road,0.433,53
2015-10-03,thika-road,0.469,46
2015-10-04,westlands,0.917,115
2015-10-04,kilimani,0.713,108
2015-10-04,karen,0.684,115
2015-10-04,lavington,0.98,108
2015-10-04,langata,0.98,94
2015-10-04,gigiri,0.537,115
2015-10-04,parklands,0.564,101
2015-10-04,upperhill,0.486,101
2015-10-04,kileleshwa,0.641,108
2015-10-04,runda,0.623,115
2015-10-04,muthaiga,0.869,115
2015-10-04,south-b,0.52,94
2015-10-04,south-c,0.708,87
2015-10-04,ngong-road,0.527,101
2015-10-04,thika-road,0.55,87
2015-10-05,westlands,0.792,108
2015-10-05,kilimani,0.599,102
2015-10-05,karen,0.575,108
2015-10-05,lavington,0.98,102
2015-10-05,langata,0.883,89
2015-10-05,gigiri,0.435,108
2015-10-05,parklands,0.461,95
2015-10-05,upperhill,0.387,95
2015-10-05,kileleshwa,0.535,102
2015-10-05,runda,0.514,108
2015-10-05,muthaiga,0.748,108
2015-10-05,south-b,0.42,89
2015-10-05,south-c,0.595,82
2015-10-05,ngong-road,0.425,95
2015-10-05,thika-road,0.45,82
2015-10-06,westlands,0.802,110
2015-10-06,kilimani,0.606,103
2015-10-06,karen,0.58,110
2015-10-06,lavington,0.98,103
2015-10-06,langata,0.894,90
2015-10-06,gigiri,0.439,110
2015-10-06,parklands,0.465,97
2015-10-06,upperhill,0.39,97
2015-10-06,kileleshwa,0.539,103
2015-10-06,runda,0.52,110
2015-10-06,muthaiga,0.757,110
2015-10-06,south-b,0.423,90
2015-10-06,south-c,0.602,84
2015-10-06,ngong-road,0.428,97
2015-10-06,thika-road,0.452,84
2015-10-07,westlands,0.913,132
2015-10-07,kilimani,0.682,124
2015-10-07,karen,0.64,132
2015-10-07,lavington,0.98,124
2015-10-07,langata,0.98,108
2015-10-07,gigiri,0.476,132
2015-10-07,parklands,0.505,116
2015-10-07,upperhill,0.418,116
2015-10-07,kileleshwa,0.589,124
2015-10-07,runda,0.577,132
2015-10-07,muthaiga,0.855,132
2015-10-07,south-b,0.454,108
2015-10-07,south-c,0.673,100
2015-10-07,ngong-road,0.466,116
2015-10-07,thika-road,0.485,100
2015-10-08,westlands,0.67,84
2015-10-08,kilimani,0.516,79
2015-10-08,karen,0.509,84
2015-10-08,lavington,0.98,79
2015-10-08,langata,0.742,69
2015-10-08,gigiri,0.395,84
2015-10-08,parklands,0.417,74
2015-10-08,upperhill,0.357,74
2015-10-08,kileleshwa,0.48,79
2015-10-08,runda,0.452,84
2015-10-08,muthaiga,0.641,84
2015-10-08,south-b,0.387,69
2015-10-08,south-c,0.518,64
2015-10-08,ngong-road,0.384,74
2015-10-08,thika-road,0.414,64
2015-10-09,westlands,0.98,132
2015-10-09,kilimani,0.772,124
2015-10-09,karen,0.73,132
2015-10-09,lavington,0.98,124
2015-10-09,langata,0.98,108
2015-10-09,gigiri,0.566,132
2015-10-09,parklands,0.595,116
2015-10-09,upperhill,0.508,116
2015-10-09,kileleshwa,0.679,124
2015-10-09,runda,0.667,132
2015-10-09,muthaiga,0.945,132
2015-10-09,south-b,0.544,108
2015-10-09,south-c,0.763,100
2015-10-09,ngong-road,0.556,116
2015-10-09,thika-road,0.575,100
2015-10-10,westlands,0.98,131
2015-10-10,kilimani,0.769,123
2015-10-10,karen,0.727,131
2015-10-10,lavington,0.98,123
2015-10-10,langata,0.98,107
2015-10-10,gigiri,0.564,131
2015-10-10,parklands,0.593,115
2015-10-10,upperhill,0.507,115
2015-10-10,kileleshwa,0.677,123
2015-10-10,runda,0.664,131
2015-10-10,muthaiga,0.941,131
2015-10-10,south-b,0.543,107
2015-10-10,south-c,0.759,100
2015-10-10,ngong-road,0.554,115
2015-10-10,thika-road,0.573,100
2015-10-11,westlands,0.679,68
2015-10-11,kilimani,0.551,64
2015-10-11,karen,0.556,68
2015-10-11,lavington,0.98,64
2015-10-11,langata,0.739,56
2015-10-11,gigiri,0.458,68
2015-10-11,parklands,0.478,60
2015-10-11,upperhill,0.426,60
2015-10-11,kileleshwa,0.534,64
2015-10-11,runda,0.501,68
2015-10-11,muthaiga,0.659,68
2015-10-11,south-b,0.455,56
2015-10-11,south-c,0.557,52
2015-10-11,ngong-road,0.447,60
2015-10-11,thika-road,0.481,52
2015-10-12,westlands,0.98,161
2015-10-12,kilimani,0.783,151
2015-10-12,karen,0.719,161
2015-10-12,lavington,0.98,151
2015-10-12,langata,0.98,132
2015-10-12,gigiri,0.525,161
